"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"659",659,"Country Financial",3542.4,"Kurt F. Bock","Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","Bloomington, Ill.",1,388,"M",0,0.000190510337488002,2.22044604925031e-16
"660",660,"CUNA Mutual Group",3541,"Robert N. Trunzo","President, Chief Executive Officer & Director","Financials","Insurance: Life, Health (stock)","Madison, Wis.",1,365,"M",0,0.105593229221604,0.701222306735965
"661",661,"Triumph Group",3532.8,"Daniel J. Crowley","President, Chief Executive Officer & Director","Aerospace & Defense","Aerospace and Defense","Berwyn, Pa.",1,135,"M",0,0.160118402294183,1
"662",662,"TransDigm Group",3528.9,"Kevin M. Stein","President, Chief Executive Officer & Director","Aerospace & Defense","Aerospace and Defense","Cleveland",1,712,"M",0,0.160120673257388,1
"663",663,"Allegheny Technologies",3525.1,"Richard J. Harshman","Chairman, President & Chief Executive Officer","Materials","Metals","Pittsburgh",1,683,"M",0,0.0836655538576822,0.989085660713964
"664",664,"Resolute Forest Products",3513,"Yves Laflamme","President, Chief Executive Officer & Director","Materials","Forest and Paper Products","Catawba, S.C.",1,638,"M",0,0.000122672851926011,0.999999999990554
"665",665,"Acuity Brands",3505.1,"Vernon J. Nagel","Chairman, President & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Atlanta",1,90,"M",0,0.000106005707490573,0.999999999999847
"666",666,"Abercrombie & Fitch",3492.7,"Fran Horowitz-Bonadies","Chief Executive Officer & Director","Retailing","Specialty Retailers: Apparel","New Albany, Ohio",1,300,"F",1,0.30005193015034,2.22044604925031e-16
"667",667,"KLA-Tencor",3480,"Richard P. Wallace","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Milpitas, Calif.",1,537,"M",0,0.0435976612109891,0.996225292531088
"668",668,"Weis Markets",3466.8,"Jonathan H. Weis","Chairman, President & Chief Executive Officer","Food & Drug Stores","Food and Drug Stores","Sunbury, Pa.",1,304,"M",0,0.000108604886766093,0.999999999797054
"669",669,"Puget Energy",3460.3,"Kimberly J. Harris","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Bellevue, Wash.",1,361,"F",1,0.242820242312782,0.000343875286470728
"670",670,"Mednax",3458.3,"Roger J. Medel","Chief Executive Officer & Director","Health Care","Health Care: Pharmacy and Other Services","Sunrise, Fla.",1,128,"M",0,0.153695463104962,0.0113129161956904
"671",671,"Kar Auction Services",3458,"James P. Hallett","Chairman & Chief Executive Officer","Wholesalers","Wholesalers: Diversified","Carmel, Ind.",1,160,"M",0,0.0835030286905895,0.971645768924881
"672",672,"PolyOne",3452,"Robert M. Patterson","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Avon Lake, Ohio",1,578,"M",0,0.000137547898605003,0.999999999968432
"673",673,"FMC",3441.5,"Pierre R. Brondeau","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Philadelphia",1,615,"M",0,0.000139697560004324,0.999999999968542
"674",674,"Edwards Lifesciences",3435.3,"Michael A. Mussallem","Chairman & Chief Executive Officer","Health Care","Medical Products and Equipment","Irvine, Calif.",1,87,"M",0,0.00012512179948363,1
"675",675,"Microchip Technology",3426.1,"Steve Sanghi","Chairman & Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","Chandler, Ariz.",1,97,"M",0,0.0436154117119321,0.996341311634314
"676",676,"Amerco",3421.8,"Edward J. Shoen","Chairman, President & Chief Executive Officer","Transportation","Trucking, Truck Leasing","Reno, Nev.",1,278,"M",0,0.0909154081505539,0.996132039205597
"677",677,"Mercury General",3416,"Gabriel Tirador","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","Los Angeles",1,450,"M",0,0.0360197687801608,0.0232859168724152
"678",678,"American National Insurance",3411,"James E. Pozzi","President, Chief Executive Officer & Director","Financials","Insurance: Life, Health (stock)","Galveston, Texas",1,464,"M",0,0.105633007491415,0.715579174894149
"679",679,"Carter’s",3400.4,"Michael D. Casey","Chairman & Chief Executive Officer","Apparel","Apparel","Atlanta",1,284,"M",0,0.0771635404556446,0.802825121227499
"680",680,"International Flavors & Fragrances",3398.7,"Andreas Fibig","Chairman & Chief Executive Officer","Chemicals","Chemicals","New York City",1,627,"M",0,0.00015530942698483,0.999999999969408
"681",681,"Aaron’s",3383.7,"John W. Robinson III","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Other","Atlanta",1,78,"M",0,0.0670256069348332,0.193503644599052
"682",682,"Alliant Energy",3382.2,"Patricia L. Kampling","Chairman & Chief Executive Officer","Energy","Utilities: Gas and Electric","Madison, Wis.",1,393,"F",1,0.24284926124816,0.00036222182530789
"683",683,"EQT",3378,"David L. Porges","Chairman, President & Chief Executive Officer","Energy","Energy","Pittsburgh",1,235,"M",0,0.000215312848803533,1
"684",684,"Monster Beverage",3369,"Rodney C. Sacks","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Beverages","Corona, Calif.",1,260,"M",0,0.000419681995860718,2.22044604925031e-16
"685",685,"BMC Stock Holdings",3366,"David E. Flitman","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Atlanta",1,710,"M",0,0.0835341347985575,0.97312496314463
"686",686,"Ryerson Holding",3364.7,"Edward J. Lehner","President, Chief Executive Officer & Director","Materials","Metals","Chicago",1,376,"M",0,0.0837164866117468,0.990010421732546
"687",687,"Equifax",3362.2,"Mark W. Begor","Chairman & Chief Executive Officer","Business Services","Financial Data Services","Atlanta",1,44,"M",0,0.000129976670589465,1
"688",688,"Regal Beloit",3360.3,"Mark J. Gliebe","Chairman & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Beloit, Wis.",1,308,"M",0,0.000157225174913216,0.999999999999861
"689",689,"Old Dominion Freight Line",3358.1,"Greg C. Gantt","President, Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Thomasville, N.C.",1,222,"M",0,0.0909446917444157,0.996333277625994
"690",690,"American Water Works",3357,"Susan N. Story","President, Chief Executive Officer & Director","Energy","Miscellaneous","Voorhees, N.J.",1,592,"F",1,0.999999999999998,2.22044604925031e-16
"691",691,"BGC Partners",3353.4,"Howard W. Lutnick","Chairman & Chief Executive Officer","Financials","Securities","New York City",1,714,"M",0,0.0500944024503741,0.933989417253586
"692",692,"Brink’s",3347,"Douglas A. Pertz","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Richmond, Va.",1,597,"M",0,0.071654751918928,0.951412160436284
"693",692,"Meritor",3347,"Douglas A. Pertz","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Richmond, Va.",1,597,"M",0,0.071654751918928,0.951412160436284
"694",694,"Sentry Insurance Group",3346.4,"Peter G. McPartland","Chairman, President & Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","Stevens Point, Wis.",1,446,"M",0,0.000268900495495891,2.22044604925031e-16
"695",695,"Sanderson Farms",3342.2,"Joe F. Sanderson Jr.","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Food Production","Laurel, Miss.",1,141,"M",0,0.000417468534600945,1
"696",696,"KapStone Paper & Packaging",3315.7,"Matthew Kaplan","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Northbrook, Ill.",1,578,"M",0,0.000455714294944171,1
"697",697,"Gartner",3311.5,"Eugene A. Hall","Chief Executive Officer","Technology","Information Technology Services","Stamford, Conn.",1,154,"M",0,0.0627752807091846,0.998322890145366
"699",699,"Tailored Brands",3304.3,"Douglas S. Ewert","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Houston",1,205,"M",0,0.300125774706126,2.22044604925031e-16
"700",700,"WABCO Holdings",3304.2,"Jacques Esculier","Chairman & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Rochester Hills, Mich.",1,140,"M",0,0.0527761158114973,0.977959349084974
"701",701,"Insperity",3300.2,"Paul J. Sarvadi","Chairman & Chief Executive Officer","Business Services","Diversified Outsourcing Services","Kingwood, Texas",1,271,"M",0,0.0716749755527511,0.953086349741506
"702",702,"Comerica",3289,"Ralph W. Babb Jr.","Chairman & Chief Executive Officer","Financials","Commercial Banks","Dallas",1,652,"M",0,0.120362613741533,0.376930540379275
"703",703,"TriNet Group",3275,"Burton M. Goldfield","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","San Leandro, Calif.",1,266,"M",0,0.0716791976834918,0.953376228193556
"704",704,"Avaya Holdings",3272,"James M. Chirico Jr.","President, Chief Executive Officer & Director","Technology","Information Technology Services","Santa Clara, Calif.",1,685,"M",0,0.0627909532270678,0.998369591058285
"705",705,"Ashland Global Holdings",3260,"William A. Wulfsohn","Chairman & Chief Executive Officer","Chemicals","Chemicals","Covington, Ky.",1,579,"M",0,0.000211326289770297,0.999999999972355
"706",706,"Meritage Homes",3241,"Steven J. Hilton","Chairman & Chief Executive Officer","Engineering & Construction","Homebuilders","Scottsdale, Ariz.",1,24,"M",0,0.166907598064929,0.930096052207625
"707",707,"SkyWest",3204.3,"Russell A. Childs","President, Chief Executive Officer & Director","Transportation","Airlines","St. George, Utah",1,177,"M",0,0.111595011669935,0.997975055457044
"708",708,"USG",3204,"Jennifer F. Scanlon","President, Chief Executive Officer & Director","Materials","Building Materials, Glass","Chicago",1,588,"F",1,0.0833678364300521,0.976356273252857
"709",709,"Southwestern Energy",3203,"William J. Way","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Spring, Texas",1,21,"M",0,0.0457529147354815,8.98904378874411e-05
"710",710,"Keysight Technologies",3189,"Ronald S. Nersesian","President, Chief Executive Officer & Director","Technology","Scientific,Photographic and  Control Equipment","Santa Rosa, Calif.",1,95,"M",0,2.58585558367411e-05,1
"711",711,"Regal Entertainment Group",3163,"Nisan Cohen","President, Chief Executive Officer & Director","Media","Entertainment","Knoxville, Tenn.",1,334,"M",0,0.000306430484372221,1
"712",712,"Mutual of America Life Insurance",3163,"John R. Greed","Chairman, President & Chief Executive Officer","Financials","Insurance: Life, Health (Mutual)","New York City",1,4,"M",0,0.100524490358364,0.857093660073139
"713",713,"Paychex",3151.3,"Martin Mucci","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Rochester, N.Y.",1,120,"M",0,0.0717003506090367,0.954811507708072
"714",714,"Brinker International",3150.8,"Wyman T. Roberts","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Food Services","Dallas",1,560,"M",0,0.166955919063189,0.14193056076481
"715",715,"Penn National Gaming",3148,"Timothy J. Wilmott","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Wyomissing, Pa.",1,216,"M",0,0.00026838639309446,2.22044604925031e-16
"716",716,"Gannett",3146.5,"Robert J. Dickey","President, Chief Executive Officer & Director","Media","Publishing, Printing","McLean, Va.",1,221,"M",0,0.000204632696445892,1
"717",717,"Visteon",3146,"Sachin S. Lawande","President, Chief Executive Officer & Director","Motor Vehicles & Parts","Motor Vehicles and Parts","Van Buren Township, Mich.",1,36,"M",0,0.0528130331502324,0.979249328185106
"718",718,"Pinnacle Foods",3144,"Mark A. Clouse","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Food Consumer Products","Parsippany, N.J.",1,472,"M",0,0.158480335858695,0.981450856123613
"719",719,"Intuitive Surgical",3128.9,"Gary S. Guthart","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Sunnyvale, Calif.",1,456,"M",0,0.000224909324553129,1
"720",720,"Continental Resources",3120.8,"Harold G. Hamm","Chairman & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Oklahoma City",1,6,"M",0,0.045777173033619,9.376151209781e-05
"721",721,"Service Corp. International",3095,"Thomas L. Ryan","Chairman & Chief Executive Officer","Business Services","Miscellaneous","Houston",1,224,"M",0,8.41042116307921e-05,1
"722",722,"Scientific Games",3083.6,"Barry L. Cottle","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",1,683,"M",0,0.000283601272348534,2.22044604925031e-16
"723",723,"Albemarle",3072,"Luther C. Kissam IV","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Charlotte, N.C.",1,519,"M",0,0.000250038574019499,0.999999999974041
"724",724,"Atmos Energy",3063.2,"Michael E. Haefner","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Dallas",1,461,"M",0,0.242941789272423,0.000425221335698912
"725",725,"Hologic",3058.8,"Stephen P. MacMillan","Chairman, President & Chief Executive Officer","Health Care","Medical Products and Equipment","Marlborough, Mass.",1,573,"M",0,0.000237676801613057,1
"726",726,"H&R Block",3036.3,"Jeffrey J. Jones II","President, Chief Executive Officer & Director","Financials","Diversified Financials","Kansas City, Mo.",1,491,"M",0,0.0561118681839801,0.734596855870072
"727",727,"Qorvo",3032.6,"Robert A. Bruggeworth","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Greensboro, N.C.",1,683,"M",0,0.0437299969115617,0.996998869045866
"728",728,"Steelcase",3032.4,"James P. Keane","President, Chief Executive Officer & Director","Household Products","Home Equipment, Furnishings","Grand Rapids, Mich.",1,96,"M",0,0.0911754217588126,0.999978614043675
"729",729,"Univision Communications",3016.4,"Vincent Sadusky","President, Chief Executive Officer & Director","Media","Entertainment","New York City",1,459,"M",0,0.00034590366176375,1
"730",730,"Worthington Industries",3014.1,"John P. McConnell","Chairman & Chief Executive Officer","Materials","Metals","Columbus, Ohio",1,36,"M",0,0.083813119140758,0.991527026111647
"731",731,"Timken",3003.8,"Richard G. Kyle","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","North Canton, Ohio",1,150,"M",0,0.0371301035207131,0.78205311295055
"732",732,"A.O. Smith",2996.7,"Kevin J. Wheeler","Chairman & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Milwaukee",1,173,"M",0,0.000253618776126011,0.999999999999882
"733",733,"PriceSmart",2996.6,"Jose Luis Laparte","President, Chief Executive Officer & Director","Retailing","General Merchandisers","San Diego",1,650,"M",0,0.181629478055247,2.22044604925031e-16
"734",734,"Stifel Financial",2996.5,"Ronald J. Kruszewski","Co-Chairman & Chief Executive Officer","Financials","Securities","St. Louis",1,617,"M",0,0.0501885765497542,0.943237612701634
"735",735,"Brown-Forman",2994,"Paul C. Varga","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Beverages","Louisville, Ky.",1,462,"M",0,0.000532264566582258,2.22044604925031e-16
"736",736,"Cinemark Holdings",2991.5,"Mark Zoradi","Chairman & Chief Executive Officer","Media","Entertainment","Plano, Texas",1,229,"M",0,0.000361844513943476,1
"737",737,"Granite Construction",2989.7,"James H. Roberts","President, Chief Executive Officer & Director","Engineering & Construction","Engineering, Construction","Watsonville, Calif.",1,376,"M",0,0.000427395566102321,0.999999999998981
